HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa
0,0,0,41,0,184,415,0
0,1,1,55,0,0,0,0
0,0,0,30,0,433,47,0
0,0,1,35,0,320,177,9
0,0,2,7,0,0,0,0
0,0,2,38,0,84,626,0
0,1,1,51,0,0,0,0
0,1,2,18,0,0,0,0
1,1,2,44,0,0,0,0
1,1,2,18,0,0,0,0
1,1,2,13,0,0,0,0
0,1,2,49,0,0,0,0
0,0,2,8,0,0,0,0
0,0,2,22,0,0,130,59
1,0,0,32,0,0,36,364
2,0,2,28,0,1110,0,0
0,1,0,56,0,0,0,0
2,0,0,18,0,1757,177,0
2,1,2,27,0,0,0,0
0,0,2,46,0,0,18,770
0,0,2,18,0,0,63,0
1,1,2,30,0,0,0,0
1,0,0,35,0,2439,0,43
1,1,2,48,0,0,0,0
0,1,0,33,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,11,0,0,0,0
0,1,2,0,0,0,0,0
0,0,2,14,0,0,0,11
0,1,1,9,0,0,0,0
0,0,2,37,0,186,16,584
0,1,2,30,0,0,0,0
2,1,2,21,0,0,0,0
2,1,2,32,0,0,0,0
2,0,2,4,0,0,0,0
2,1,2,19,0,0,0,0
2,0,2,25,1,2751,354,0
0,0,2,34,0,281,352,8
0,0,2,19,0,7,17,54
0,1,1,18,0,0,0,0
0,0,1,23,0,0,0,37
2,1,2,53,0,0,0,0
0,1,1,13,0,0,0,0
0,0,2,20,0,0,2,0
0,0,2,34,0,529,1,0
0,0,2,18,0,388,631,1
0,0,2,0,0,0,0,0
0,1,2,35,0,0,0,0
0,1,2,0,0,0,0,0
0,0,2,62,0,355,869,0
0,0,0,15,0,0,0,718
0,1,2,28,0,0,0,0
0,1,2,5,0,0,0,0
1,1,2,22,0,0,0,0
1,1,2,14,0,0,0,0
2,1,0,43,0,0,0,0
2,0,2,24,0,801,1275,0
2,0,2,65,0,5900,17,0
1,0,2,44,0,0,64,6289
0,1,2,50,0,0,0,0
0,1,1,15,0,0,0,0
0,0,2,18,0,219,663,0
1,0,0,41,0,0,0,143
0,0,2,21,0,136,3,0
0,1,1,16,0,0,0,0
0,0,2,21,0,0,14,79
0,0,2,29,0,0,0,851
0,0,2,19,0,0,0,0
0,1,2,18,0,0,0,0
0,0,0,25,0,7,87,0
0,0,2,45,0,438,42,0
0,0,0,32,0,0,103,762
1,0,2,33,0,4,0,14
1,0,2,28,0,4069,0,750
1,0,0,24,0,0,0,0
0,0,0,29,0,1,0,283
0,0,2,24,0,0,0,2
2,1,0,22,0,0,0,0
0,1,1,18,0,0,0,0
0,0,2,16,0,28,0,0
0,0,2,17,0,0,177,0
0,0,2,18,0,1,0,0
1,0,0,25,0,0,1583,541
1,0,0,46,0,219,233,90
0,0,2,36,0,0,7,0
2,1,1,62,0,0,0,0
1,1,2,48,0,0,0,0
1,1,2,16,0,0,0,0
1,0,2,27,0,0,0,45
1,0,2,52,0,0,0,537
2,1,2,25,0,0,0,0
2,0,0,13,0,4,3129,0
2,0,2,35,0,443,345,601
0,0,2,20,0,0,320,56
0,1,1,42,0,0,0,0
2,1,2,50,0,0,0,0
1,1,2,66,0,0,0,303
1,0,2,31,0,0,0,303
1,1,0,37,0,0,0,0
0,0,2,72,0,3,0,1
2,0,0,30,0,1479,772,541
0,0,2,29,0,0,569,0
0,0,0,21,0,620,0,0
2,1,0,33,0,0,0,0
1,0,2,28,0,0,0,991
0,0,2,41,0,0,0,0
1,0,0,44,0,0,0,14
1,0,2,45,0,0,1,1675
1,0,0,61,0,0,0,16
0,0,2,21,0,24,0,6
0,1,2,25,0,0,0,0
0,0,2,38,0,1542,9,0
2,0,2,68,0,2466,205,0
2,0,0,0,0,0,0,0
2,0,2,21,0,1380,27,0
0,0,2,55,0,0,0,6
0,0,2,60,0,321,2081,0
2,1,2,19,0,0,0,0
0,1,1,17,0,0,0,0
0,0,2,16,0,26,0,4146
0,0,2,29,0,247,10,37
0,0,2,29,0,134,504,122
0,0,2,0,0,0,0,0
0,1,1,15,0,0,0,0
0,0,2,27,0,578,177,286
0,0,2,24,0,219,0,11
0,0,0,14,0,0,13,14
2,0,2,17,0,5862,15,39
2,0,2,37,0,1039,887,210
0,0,0,23,0,0,693,0
2,1,2,17,0,0,0,0
2,0,2,33,0,16,130,356
0,0,2,30,0,0,879,0
0,1,2,20,0,0,0,0
0,0,2,28,0,715,0,81
0,0,2,25,0,614,0,35
0,0,2,19,0,3,0,12
0,1,2,31,0,0,0,0
0,0,2,23,0,174,3,0
0,1,2,29,0,0,0,0
0,0,2,20,0,610,249,0
0,0,2,26,0,0,0,745
1,1,0,26,0,0,0,0
0,0,1,51,0,292,46,26
2,0,2,28,0,15,654,65
0,0,2,17,0,59,0,177
0,0,2,22,0,23,3,0
0,0,2,31,0,574,4,0
0,1,2,2,0,0,0,0
0,1,0,0,0,0,0,0
0,0,2,3,0,0,0,0
0,0,1,28,0,0,48,0
0,1,0,21,0,0,0,0
0,0,2,15,0,854,0,0
0,0,2,18,0,48,30,519
1,0,0,52,0,0,0,178
1,0,0,49,0,0,0,503
1,0,0,42,0,0,8251,1523
1,1,2,28,0,0,0,0
2,1,2,31,0,0,0,0
2,0,2,19,0,172,545,236
1,0,0,41,0,0,52,50
0,0,2,31,0,0,2089,0
0,0,2,13,0,0,888,0
2,1,2,35,0,0,0,0
0,1,2,29,0,0,0,0
2,0,2,0,0,0,0,0
2,1,2,19,0,0,0,0
2,0,2,28,0,0,0,0
0,1,2,19,0,0,0,0
0,0,2,26,0,6,0,240
1,1,2,47,0,0,0,0
1,0,2,29,0,0,232,2
1,0,2,46,0,793,60,644
0,0,2,18,0,0,37,621
2,0,2,33,0,268,1746,0
1,0,0,20,0,0,0,0
1,0,2,37,0,0,0,1424
0,0,0,35,0,180,171,6251
0,0,2,25,0,0,0,8
1,1,2,22,0,0,0,0
1,1,0,47,0,0,0,303
1,0,0,31,0,0,0,1396
0,0,2,27,0,0,2,781
0,1,2,47,0,0,0,0
0,0,2,46,0,1,24,286
1,0,0,47,0,0,1,2284
0,0,2,40,0,0,134,0
0,0,2,39,0,0,177,372
0,1,2,39,0,0,0,0
0,0,2,35,0,0,0,8
0,0,0,43,0,29,0,1
0,0,2,38,0,4,3,0
0,1,1,31,0,0,0,0
1,0,2,20,0,0,71,4695
1,0,0,44,0,1247,0,7068
1,0,0,25,0,3,103,90
0,0,2,25,0,0,759,5
0,1,0,20,0,0,177,0
2,0,2,33,0,634,611,44
2,0,1,58,0,21,461,744
0,0,2,23,0,0,0,303
1,0,2,35,0,310,0,12437
0,0,2,13,0,0,1353,44
0,0,2,21,0,1074,0,309
0,1,1,20,0,0,0,0
0,0,2,15,0,25,0,5
2,1,2,48,0,0,0,0
2,1,2,58,0,0,0,0
1,1,0,25,0,0,0,303
1,0,2,43,0,324,0,2347
0,0,2,53,0,43,0,3
0,0,0,13,0,1041,105,24
0,0,2,8,0,0,0,0
0,1,2,53,0,0,0,0
0,0,2,22,0,351,4,0
1,1,0,31,0,0,0,0
0,0,2,28,0,97,36,303
0,0,2,22,0,0,1,0
0,1,2,27,0,0,0,0
1,1,2,29,0,0,0,0
1,1,2,42,0,0,0,0
1,0,0,42,0,0,0,804
0,0,2,33,0,137,0,926
1,0,2,32,1,0,97,0
0,0,0,42,0,310,95,38
0,1,1,22,0,0,0,0
0,0,0,18,0,0,0,446
1,1,2,46,0,0,0,0
0,0,2,20,0,0,624,303
0,0,2,21,0,154,1,27
2,1,2,26,0,0,0,0
2,0,2,51,0,180,439,1603
0,0,2,53,0,783,0,1847
0,0,2,29,0,1,0,303
2,0,2,25,1,1251,48,0
2,0,2,69,0,0,2262,336
1,1,2,26,0,0,0,0
1,0,2,38,0,0,5,461
0,1,2,37,0,0,177,0
0,0,2,14,0,8,361,346
2,0,2,36,0,1475,0,0
2,0,2,42,0,65,0,957
0,0,2,25,0,0,1,943
0,1,2,35,0,0,0,0
2,0,2,26,1,3,1177,2
2,1,2,12,0,0,0,0
0,0,2,48,0,2,135,0
0,1,2,13,0,0,0,0
0,0,2,21,0,0,0,619
0,0,2,26,0,1086,140,0
0,0,2,32,0,156,153,138
0,1,2,25,0,0,0,0
0,0,2,51,0,0,0,0
0,1,0,15,0,0,0,0
0,1,0,14,0,0,0,0
1,1,0,41,0,0,0,0
0,1,2,13,0,0,0,0
2,1,2,39,0,0,0,0
0,0,2,19,0,22,787,0
0,0,2,17,0,667,0,12
0,0,2,41,0,1764,0,0
0,0,0,43,0,219,0,0
0,0,0,18,0,688,0,85
0,0,2,22,0,2,87,306
1,1,0,29,0,0,0,303
0,0,2,22,0,1,0,25
2,1,2,62,0,0,0,0
2,0,2,29,0,874,415,0
0,0,2,26,0,0,0,303
0,0,0,8,0,0,0,0
0,0,1,26,0,498,0,0
0,0,2,38,0,0,0,0
0,0,1,49,0,0,769,0
0,1,0,18,0,0,0,0
0,0,2,18,0,18,0,0
0,0,2,35,0,0,0,1061
2,0,2,34,1,430,619,0
2,1,2,11,0,0,0,0
2,1,2,28,0,0,0,0
2,0,2,22,0,525,19,305
0,0,2,18,0,0,0,794
2,1,2,36,0,0,0,0
0,1,2,17,0,0,0,0
2,0,2,25,0,517,100,1
0,0,2,29,1,168,881,0
1,0,2,25,0,0,0,0
2,1,2,34,0,0,0,0
0,1,0,16,0,0,0,0
1,1,0,28,0,0,0,0
1,0,2,29,0,0,542,1185
1,0,2,38,0,0,0,267
1,1,0,39,0,0,0,0
0,0,1,48,0,0,0,0
0,0,2,23,0,30,225,303
0,1,2,16,0,0,0,0
0,1,2,21,0,0,0,0
0,0,2,21,0,0,793,0
0,0,2,4,0,0,0,0
2,0,2,27,0,65,948,0
0,0,2,18,0,736,0,0
0,1,2,22,0,0,0,0
0,0,2,28,0,0,146,1
0,0,2,22,0,3,4,0
1,1,1,39,0,0,0,0
0,1,2,29,0,0,0,0
0,0,1,42,0,48,3,28
0,1,2,0,0,0,0,0
1,0,2,52,0,0,0,1312
1,0,0,26,1,0,0,5928
0,1,2,19,0,0,0,0
0,0,2,23,0,0,0,3
0,0,2,36,0,0,0,66
0,0,2,26,0,0,47,531
0,0,2,62,0,0,0,9
0,0,2,28,0,0,606,122
0,1,2,25,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,24,0,0,59,744
0,0,2,49,0,1128,0,0
0,0,1,21,0,0,0,652
0,0,2,29,0,22,3,24
0,0,2,19,0,9,0,1390
0,1,0,32,0,0,0,0
2,1,2,20,0,0,0,0
0,0,2,48,0,0,28,103
0,0,2,27,0,846,0,0
0,0,2,49,0,975,6,0
0,0,2,20,0,627,26,0
0,0,1,25,0,0,0,128
0,0,2,28,0,0,211,1038
1,0,0,73,0,69,0,4618
1,1,0,23,0,0,0,0
1,0,0,23,0,0,0,2848
2,0,2,26,0,566,579,1508
1,0,0,48,0,0,0,0
1,0,2,28,0,0,0,399
2,1,2,54,0,0,0,0
2,0,2,56,0,349,1613,0
1,0,0,30,1,4,33,67
0,0,2,24,0,0,177,0
0,0,0,23,0,219,445,226
1,1,2,57,0,0,0,0
0,0,2,28,0,0,1168,5
0,0,2,14,0,61,0,1
0,1,2,51,0,0,0,0
0,1,2,16,0,0,0,0
1,1,0,29,0,0,0,0
0,1,2,43,0,0,0,0
0,0,2,16,0,0,16,7
2,0,2,38,0,432,0,0
1,0,2,40,0,0,0,0
0,0,1,44,0,109,0,0
0,0,2,25,0,1,0,0
0,0,2,20,0,0,93,552
0,0,0,19,0,0,413,232
1,0,2,47,0,0,0,891
0,1,2,21,0,0,0,0
0,0,2,15,0,1320,53,0
1,0,2,26,0,0,442,86
1,0,2,50,1,0,0,274
0,0,2,19,0,0,0,0
0,0,2,28,0,1,1444,9
0,0,2,18,0,140,0,0
0,1,2,0,0,0,0,0
0,1,2,34,0,0,0,0
0,0,2,25,0,3,0,613
0,0,0,8,0,0,0,0
0,1,2,0,0,0,0,0
0,0,0,6,0,0,0,0
1,0,0,27,0,0,0,415
0,0,2,32,0,219,996,1
0,0,2,63,0,0,0,0
2,0,1,36,0,7,913,21
1,0,0,33,0,5,0,3439
0,1,2,28,0,0,0,0
1,0,0,43,0,395,0,1067
0,0,2,23,0,808,0,33
1,1,2,22,0,0,0,0
1,0,0,56,0,0,0,31
1,0,2,25,0,0,0,986
1,1,0,28,0,0,0,0
1,1,2,44,0,0,0,303
0,0,2,20,0,0,0,1495
2,0,2,17,0,1214,1365,0
0,0,2,18,0,137,177,30
0,0,2,15,0,0,7,0
0,1,2,23,0,0,0,0
0,0,2,27,0,0,0,7
0,0,2,10,0,0,0,0
0,0,2,10,0,0,0,0
0,1,0,0,0,0,0,0
0,1,2,16,0,0,0,0
0,0,2,48,0,0,818,65
0,0,2,7,0,0,0,0
2,1,2,50,0,0,0,0
2,1,2,5,0,0,0,0
2,0,2,50,0,953,1184,0
0,0,2,35,0,518,344,1
0,0,2,23,0,208,3,0
2,0,2,28,0,122,219,18
0,0,2,20,0,57,0,0
2,0,2,47,0,1294,5,0
0,1,2,26,0,0,0,0
0,1,1,17,0,0,0,0
0,1,2,43,0,0,0,0
0,0,2,37,0,1394,7,0
2,0,2,25,0,104,780,165
2,0,0,26,0,981,20,5
0,0,2,23,0,0,0,419
2,0,2,46,1,537,768,3
0,0,2,23,0,3,3091,89
1,1,0,26,0,0,0,0
1,0,2,27,0,1218,0,1678
0,0,2,18,0,0,12,303
0,0,2,63,0,0,421,341
0,1,1,2,0,0,0,0
1,0,2,0,0,0,0,0
1,0,2,0,0,0,0,0
1,0,0,37,0,3675,0,5482
1,0,0,18,0,2195,140,4072
0,1,2,33,0,0,0,0
1,0,2,31,0,0,0,0
0,1,2,34,0,0,0,0
0,0,2,18,0,0,393,20
2,0,2,20,0,64,1214,523
1,1,2,37,0,0,0,0
1,0,2,30,0,0,0,419
2,0,2,7,0,0,0,0
2,0,2,32,0,0,0,0
0,0,2,68,0,0,0,0
2,0,2,0,0,0,0,0
0,0,2,23,0,355,0,1035
1,0,0,38,0,5333,177,234
1,0,2,26,0,0,4460,2525
1,0,0,29,0,55,0,8096
0,0,2,43,0,0,0,0
2,1,2,38,0,0,0,0
2,0,2,25,0,247,1062,0
2,1,2,18,0,0,0,0
0,0,2,23,0,6,1,783
0,0,2,26,0,755,109,0
1,0,2,45,0,413,1741,0
2,1,2,25,0,0,0,0
2,1,0,16,0,0,0,0
1,1,0,25,0,0,0,0
1,0,0,11,0,0,0,0
1,1,0,22,0,0,0,0
1,1,2,38,0,219,0,0
1,1,2,25,0,0,177,0
0,1,1,17,0,0,0,0
0,0,2,20,0,416,0,0
1,1,2,24,0,0,0,0
1,1,0,37,0,0,0,0
1,0,2,32,0,0,0,8
1,0,2,32,0,10,0,56
0,0,2,20,0,0,0,1279
0,0,2,50,0,219,0,303
1,0,2,33,0,0,0,0
0,0,2,47,0,6,0,0
1,1,0,49,0,0,0,0
0,0,2,20,0,827,0,0
1,1,2,26,0,0,0,0
0,0,2,24,0,617,83,0
0,0,2,11,0,0,0,0
2,0,2,47,0,704,11,0
0,1,2,22,0,0,0,0
2,0,2,35,0,1734,365,0
2,0,0,25,0,854,596,0
2,1,2,33,0,0,0,0
0,0,2,20,0,0,9,120
0,1,2,16,0,0,177,0
2,0,2,29,0,1071,58,0
0,1,2,16,0,0,0,0
1,1,2,43,0,0,0,0
1,0,2,33,0,0,26,159
0,0,2,16,0,262,1,825
0,0,2,22,0,390,0,278
0,0,0,18,0,5,0,0
0,1,0,36,0,0,0,0
0,1,2,17,0,0,0,0
0,0,2,34,0,0,0,0
0,1,2,1,0,0,0,0
2,1,2,24,0,0,0,0
0,0,2,20,0,43,642,0
1,0,2,56,0,0,39,338
1,1,2,26,0,0,0,0
0,0,2,35,0,0,132,0
2,0,0,3,0,0,0,0
2,0,2,23,0,0,0,0
2,1,2,19,0,0,0,0
2,0,2,0,0,0,0,0
0,0,2,30,0,8,0,0
0,0,2,50,0,0,9,819
2,1,2,15,0,0,0,0
2,0,2,19,0,794,2,0
2,0,2,28,0,32,1,0
2,0,2,35,0,611,409,0
0,0,2,45,0,0,61,199
0,1,2,0,0,0,0,0
0,0,1,74,0,568,0,303
0,1,0,24,0,0,0,0
2,0,2,39,0,1,1048,0
0,0,2,18,0,4,0,1784
0,1,1,39,0,0,0,0
1,1,2,33,0,0,0,0
0,0,1,21,0,101,71,17
1,0,2,35,0,0,0,706
1,0,0,66,0,165,0,230
0,0,2,14,0,14,135,0
2,0,2,20,0,71,2121,0
2,1,2,18,0,0,0,0
1,0,2,36,0,0,12,194
1,0,0,27,1,0,0,2597
1,0,2,51,0,0,177,1866
0,1,2,18,0,0,0,0
0,0,2,46,0,2,0,1351
2,0,2,67,0,1365,1296,9
0,0,2,24,0,207,62,0
0,0,1,35,0,219,0,0
0,0,2,14,0,40,497,0
2,1,2,22,0,0,0,0
0,1,1,20,0,0,0,0
2,1,2,23,0,0,0,0
0,1,1,23,0,0,0,0
0,1,2,21,0,0,177,0
2,0,2,36,0,3341,558,0
0,1,2,19,0,0,0,0
0,0,1,22,0,0,292,261
0,0,2,58,0,70,292,356
0,0,2,14,0,1538,0,11
0,0,2,18,0,0,0,433
0,0,2,40,0,48,351,54
0,0,2,24,0,0,6,486
2,0,2,26,0,80,199,288
0,1,2,16,0,0,0,0
0,1,0,28,0,0,0,0
0,0,2,21,0,699,63,2
0,1,2,17,0,0,0,0
0,0,2,23,0,115,0,303
2,0,2,22,0,1299,0,0
0,0,0,20,0,637,0,193
1,0,0,38,0,29,0,1641
0,0,0,37,0,0,0,0
2,0,2,31,0,1596,453,0
2,0,0,27,0,345,1025,91
0,0,2,31,0,0,1010,9
0,0,2,21,0,97,0,436
0,1,1,36,0,0,0,0
0,0,1,20,0,0,541,0
0,0,1,36,0,55,0,0
0,0,1,40,0,0,143,98
2,0,2,25,0,1117,33,1238
1,1,2,32,1,0,0,0
1,0,0,25,0,0,0,5229
1,1,2,49,0,0,0,0
2,0,2,28,0,1104,163,19
1,1,0,58,0,0,0,0
2,1,2,28,0,0,0,0
0,0,2,22,0,0,12,689
2,0,2,61,0,0,0,0
1,0,2,28,0,0,0,134
1,1,2,24,0,0,0,0
0,0,0,40,0,219,0,0
0,1,2,28,0,0,0,0
0,0,0,15,0,78,132,0
0,0,1,29,0,9,663,0
0,1,1,18,0,0,0,0
0,0,1,28,0,213,1317,199
0,1,2,24,0,0,0,0
0,0,2,18,0,0,0,429
0,0,1,21,0,690,0,49
2,1,2,25,0,0,0,0
0,0,0,16,0,0,1,0
1,1,2,49,0,0,0,0
0,0,2,28,0,0,1014,0
0,0,2,22,0,0,0,732
0,0,2,11,0,0,0,0
0,1,0,26,0,0,0,0
0,1,0,17,0,0,0,0
0,0,2,26,0,0,307,420
0,0,2,0,0,0,0,0
0,0,2,28,0,0,0,0
0,0,2,4,0,0,0,0
0,0,2,19,0,0,97,99
0,1,0,5,0,0,0,0
0,0,2,35,0,57,455,109
1,1,0,25,0,0,0,0
1,1,2,26,0,0,0,0
0,0,2,34,0,4,858,0
1,0,0,21,0,0,0,0
1,0,2,26,0,0,0,681
1,0,2,32,0,0,0,22
1,0,2,40,0,0,0,6162
2,0,2,13,0,0,0,0
2,0,0,29,0,465,169,102
2,1,2,11,0,0,0,0
0,0,0,25,0,3,4,245
2,1,2,31,0,0,0,0
2,1,0,51,0,0,0,0
2,0,2,20,0,0,0,0
2,1,2,32,0,0,0,0
0,1,2,22,0,0,0,0
0,1,1,38,0,0,0,0
0,0,2,26,0,13,0,8
1,0,2,42,1,2,0,1035
2,0,2,57,0,1337,0,1080
0,1,2,38,0,0,0,0
2,0,2,23,0,663,6023,4
2,0,0,32,0,38,1423,0
0,0,2,15,0,0,2837,6
0,0,2,41,0,219,0,303
0,0,2,19,0,0,716,0
2,0,2,26,0,830,1030,3
0,0,1,28,0,1627,0,110
2,1,2,20,0,0,0,0
0,0,2,19,0,1171,0,36
1,0,2,30,0,2019,129,99
2,1,2,58,0,0,0,0
2,0,2,17,0,55,994,0
0,0,2,28,0,7,703,66
0,1,1,19,0,0,0,0
0,0,0,20,0,0,31,167
2,0,2,54,0,1108,53,496
2,0,2,21,0,542,1222,98
0,0,2,44,0,0,0,68
0,1,1,11,0,0,0,0
0,1,0,2,0,0,0,0
0,0,2,20,0,1330,177,0
2,1,2,50,0,0,0,0
0,0,2,27,0,0,945,0
0,0,1,28,0,0,3,654
0,0,2,33,0,1449,0,0
2,1,0,23,0,0,0,0
0,0,2,22,0,0,0,889
2,1,2,44,0,0,0,0
2,0,2,45,0,458,838,0
1,0,0,20,0,219,0,419
2,0,2,26,0,6,1041,303
0,0,2,18,0,0,19,746
0,0,1,21,0,742,15,0
1,0,0,26,0,219,0,327
1,1,0,55,0,0,0,0
2,0,2,24,0,1347,1,2
0,0,2,27,0,0,70,2026
0,0,0,18,0,231,594,0
2,1,2,20,0,0,0,0
0,0,2,31,0,0,16,29
0,0,2,37,0,5,849,0
1,0,1,37,1,0,0,11483
1,1,0,57,0,0,0,0
2,1,2,39,0,0,0,0
0,1,2,20,0,0,0,0
2,0,2,18,0,85,683,570
1,0,0,29,1,47,0,303
1,0,0,31,0,0,0,1
1,1,0,27,0,0,0,0
1,1,2,43,0,0,0,0
0,0,2,28,0,0,27,1358
2,0,0,32,0,679,4,359
0,0,2,19,0,0,712,0
0,0,2,50,0,171,37,0
0,0,2,19,0,0,717,0
1,0,0,44,0,0,0,25
1,0,2,49,0,0,0,1320
1,0,0,30,0,4,2488,2182
0,0,2,41,0,824,0,0
1,0,0,34,0,0,25,1116
1,1,0,30,0,0,0,0
0,0,1,22,0,0,148,250
1,0,2,29,0,0,0,0
2,1,2,32,0,0,0,0
2,0,1,40,0,162,1599,303
0,1,2,50,0,0,0,0
0,0,1,31,0,0,0,267
0,1,0,1,0,219,0,303
0,0,2,30,0,42,1565,1961
1,0,0,28,1,4195,0,6298
1,0,0,41,0,0,0,3817
2,0,2,34,0,224,995,0
2,1,2,14,0,0,0,0
0,0,0,13,0,1,93,23
0,1,1,16,0,0,0,0
1,0,0,25,0,0,0,417
0,0,0,17,0,68,0,692
0,0,2,41,0,1673,0,303
2,0,0,28,0,1431,39,3
0,0,2,3,0,0,0,0
0,1,2,18,0,0,0,0
0,0,2,20,0,62,1613,88
0,1,1,32,0,0,0,0
0,0,1,59,0,0,225,6
1,1,2,52,0,0,0,0
1,1,2,47,0,0,0,0
1,0,0,56,0,219,2,3081
2,0,2,24,0,54,725,0
0,0,2,13,0,893,0,0
0,0,2,15,0,905,43,19
0,0,2,40,0,0,121,434
0,0,0,30,0,710,1618,3605
1,0,2,25,0,0,0,2095
2,0,2,10,0,0,0,0
2,0,0,28,0,794,614,0
2,0,2,36,0,41,3509,0
0,0,1,12,0,0,0,0
0,1,2,26,0,0,0,0
0,0,2,33,0,0,70,0
1,1,2,42,0,0,0,0
0,1,2,31,0,0,0,0
0,0,2,20,0,775,0,30
0,1,0,24,0,0,0,0
0,1,2,37,0,0,0,0
0,0,2,19,0,33,14,0
2,0,2,13,0,1082,64,0
0,0,1,23,0,8,0,340
0,0,2,44,0,0,0,0
1,1,2,36,0,0,0,0
0,0,2,79,0,0,0,4
0,1,1,1,0,0,0,0
0,0,2,12,0,0,0,0
0,0,2,8,0,0,0,0
0,0,1,45,0,0,115,4
0,0,2,10,0,0,0,0
0,0,2,3,0,0,0,0
0,0,2,37,0,24,0,0
1,1,0,43,0,0,0,0
1,1,2,38,0,0,0,0
1,0,0,33,0,4781,0,4
1,0,0,25,0,13,0,24
0,0,2,42,0,0,693,50
0,0,2,35,0,0,2,0
1,0,0,35,0,0,0,302
1,0,2,30,0,0,0,77
1,1,0,33,0,0,0,0
0,0,2,30,0,641,0,0
0,1,1,23,0,0,0,0
0,1,2,13,0,0,0,0
1,1,2,32,0,0,0,0
1,1,2,17,0,0,0,0
1,0,0,37,1,1181,0,2490
1,0,2,49,0,0,0,1822
1,0,2,53,0,0,0,1
0,1,0,27,0,0,177,0
2,0,2,26,0,178,1168,0
2,0,2,50,0,2335,46,1
2,1,0,17,0,0,0,0
0,0,2,22,0,0,906,303
2,1,2,8,0,0,0,0
2,0,2,42,0,620,318,0
2,1,2,30,0,0,0,0
2,0,0,4,0,0,0,0
0,0,2,27,0,465,76,2
1,1,0,15,0,0,0,0
1,1,2,38,0,0,0,0
1,1,0,51,0,0,0,0
2,0,2,26,0,766,145,1284
1,1,0,34,0,0,0,0
1,1,0,45,0,0,0,0
0,1,2,18,0,0,0,0
0,0,1,21,0,0,0,660
0,0,2,23,0,744,0,16
2,1,2,24,0,0,0,0
0,0,2,20,0,0,50,1179
0,1,2,32,0,0,0,0
0,0,2,22,0,0,1,1
0,0,2,13,0,94,0,889
2,0,2,42,0,0,0,0
0,0,2,19,0,0,0,791
2,0,2,24,0,372,1,0
0,0,1,45,0,153,16,10
0,0,2,35,0,91,123,0
0,0,2,16,0,444,1,231
0,1,2,16,0,0,0,0
0,0,2,43,0,49,0,0
0,0,2,31,0,0,1987,0
1,0,2,28,0,0,0,150
2,0,2,22,0,1301,545,0
0,0,2,48,0,0,0,4
0,0,0,20,0,557,1,0
2,0,2,35,0,1400,984,0
0,0,0,23,0,56,35,264
0,0,2,28,0,478,202,0
0,0,1,19,0,24,115,37
1,0,0,45,0,0,0,1510
0,0,2,16,0,41,0,1029
0,0,2,3,0,0,0,0
0,0,1,60,0,219,0,690
1,1,2,33,1,0,0,0
0,0,0,25,0,5,0,1
0,0,2,37,0,867,0,0
2,0,2,51,0,29,1789,2
0,1,0,29,0,0,0,0
2,1,2,39,0,0,0,0
0,1,2,29,0,0,0,0
0,1,2,27,0,0,0,0
0,0,2,38,0,0,0,4
0,0,2,13,0,1601,0,1
0,0,2,33,0,588,0,2
0,0,2,45,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,18,0,0,0,0
0,1,2,0,0,0,0,0
0,0,2,38,0,28,0,696
0,0,0,0,0,0,0,303
0,0,0,21,0,0,9,0
1,0,0,56,0,166,0,1729
1,0,2,38,0,0,223,629
2,0,2,35,0,221,361,16
0,0,0,34,0,0,706,1
0,0,2,15,0,4,0,697
0,0,1,22,0,0,117,0
2,0,2,28,0,2287,276,16
0,1,2,18,0,0,0,0
1,0,0,47,0,0,0,324
1,1,2,23,0,0,0,0
2,1,2,44,0,0,0,0
2,0,2,18,0,163,1079,0
0,1,2,21,0,0,177,0
2,0,2,65,0,1004,108,47
1,1,2,18,0,0,0,0
1,1,0,27,0,0,0,0
0,0,2,16,0,641,0,118
0,0,2,17,0,17,0,616
0,0,2,19,0,1237,0,0
0,1,1,33,0,0,0,0
0,0,2,20,0,296,397,0
0,1,1,10,0,0,0,0
0,0,2,6,0,0,0,0
0,1,2,0,0,0,0,0
0,1,2,0,0,0,0,0
0,1,2,4,0,0,0,0
1,1,2,28,0,0,0,0
2,1,2,27,0,0,0,0
2,0,0,54,0,2083,21,0
2,0,2,24,0,18,0,0
2,1,2,47,0,0,0,0
2,1,2,16,0,0,0,0
0,0,2,59,0,4,1143,0
2,1,2,31,0,0,0,0
2,1,2,28,0,0,0,0
0,0,2,23,0,219,0,0
0,0,0,19,0,0,0,7
0,1,1,18,0,0,0,0
2,0,1,28,0,394,217,0
0,0,2,13,0,730,402,0
2,1,2,33,0,0,0,0
0,1,2,28,0,0,0,0
0,0,2,17,0,2109,0,0
2,0,2,36,1,79,1220,0
2,0,2,29,1,1221,460,0
0,0,2,18,0,0,0,470
0,1,2,37,0,0,0,0
1,0,2,36,0,0,0,0
1,1,2,44,0,0,0,0
0,0,2,21,0,733,130,0
2,0,2,20,0,270,2127,0
0,0,2,45,0,838,0,153
0,0,2,28,0,0,0,5
0,1,2,20,0,0,0,0
0,1,2,18,0,0,0,0
2,1,0,28,0,0,0,0
