HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa,Transported
0,0,2,37,0,374,10,81,0
0,0,2,45,0,0,0,774,0
1,0,2,22,0,165,0,3044,0
1,0,0,24,0,25,0,6075,0
0,0,1,23,0,0,4,412,0
0,0,0,31,0,2,1,1026,1
1,0,2,37,0,1,0,0,0
0,0,2,28,0,5,0,1014,0
0,1,2,23,0,0,0,0,1
0,0,0,14,0,0,603,1,1
1,1,2,40,0,0,0,0,1
2,0,2,42,0,36,2554,0,1
0,0,2,53,0,19,85,768,0
0,1,2,46,0,0,0,0,0
2,0,2,28,0,0,2003,0,1
0,1,0,25,0,0,0,0,1
1,0,1,34,1,0,21,7,1
2,0,2,58,0,1246,66,36,0
1,0,2,31,0,0,1,1,1
1,1,0,24,0,0,0,0,1
1,0,2,52,0,0,111,51,1
1,1,0,25,0,0,0,0,1
1,1,2,17,0,0,0,0,1
0,0,2,27,0,0,137,1331,0
1,1,0,29,0,0,0,0,1
1,0,2,45,0,0,465,14,1
0,0,1,28,0,0,0,0,1
1,1,0,25,0,0,173,0,1
1,1,2,57,0,0,0,0,1
1,1,2,68,0,0,0,0,1
1,0,0,26,0,0,28,10941,0
1,0,2,52,0,2,0,2144,0
1,0,2,36,0,0,0,5270,0
0,0,1,41,0,454,0,2,0
0,0,2,14,0,514,392,0,0
0,1,1,16,0,0,0,0,1
2,0,2,24,0,672,501,0,0
1,0,2,62,1,0,0,1742,1
0,0,0,26,0,595,0,0,1
0,0,2,45,0,65,3,713,0
1,0,2,41,0,0,0,4030,0
0,0,2,36,0,224,0,0,1
0,0,0,13,0,8,1445,250,1
1,0,2,48,0,0,0,1,1
1,1,2,28,0,0,0,0,1
0,0,1,22,0,141,0,177,1
0,0,2,39,0,290,84,266,1
0,0,2,45,0,1399,0,0,0
0,0,2,42,0,84,0,1251,0
1,0,2,33,0,0,0,902,1
0,0,2,27,0,0,874,34,1
0,0,2,47,0,0,0,380,0
1,1,2,20,0,0,0,0,1
1,1,0,32,0,0,0,0,1
0,1,2,54,0,0,0,0,1
0,0,2,23,0,0,0,311,0
0,0,2,9,0,0,0,0,0
0,0,2,17,0,372,477,0,0
1,0,2,26,0,0,0,1821,0
1,0,2,38,0,0,0,0,0
0,0,2,24,0,703,0,0,0
0,0,2,30,0,77,5,117,1
0,1,0,2,0,0,0,0,0
0,1,2,4,0,0,0,0,1
0,1,2,9,0,0,0,0,0
0,0,2,30,0,0,3,3434,0
0,1,2,5,0,0,0,311,0
0,0,2,2,0,0,0,0,0
1,0,2,32,0,45,0,0,0
1,1,2,53,0,0,0,0,1
1,0,2,46,0,0,0,1,1
0,1,2,2,0,0,0,0,1
0,1,2,1,0,0,0,0,1
0,1,2,11,0,0,0,0,1
0,0,0,3,0,0,0,0,1
0,1,2,33,0,0,0,0,1
0,1,0,3,0,0,0,0,1
0,0,2,38,0,182,3,33,0
0,1,1,21,0,0,0,0,0
0,1,2,41,0,0,0,0,1
1,1,0,64,0,0,0,0,1
1,1,0,27,1,0,0,0,1
0,1,0,41,0,0,173,0,0
0,0,2,19,0,35,481,121,0
0,0,2,42,0,0,1677,65,1
1,0,0,30,0,0,0,544,0
0,0,2,38,0,183,0,110,0
1,0,2,63,0,0,1,1006,1
2,0,2,17,0,224,38,0,0
2,1,2,2,0,0,0,0,1
2,0,2,19,0,0,0,0,1
2,0,2,37,0,1144,34,0,0
2,0,2,50,0,225,796,107,1
0,0,2,38,0,0,615,0,1
1,0,2,28,1,0,0,1404,1
1,1,2,35,0,0,0,0,1
1,0,2,27,0,14327,0,1,0
0,0,2,15,0,0,0,749,0
1,0,2,29,1,0,0,2052,0
1,1,0,65,0,0,0,0,1
0,0,0,27,0,0,0,71,1
2,0,2,0,0,0,0,0,1
2,0,2,21,0,3148,1,0,0
2,1,2,19,0,0,0,0,1
2,1,2,39,0,0,0,0,1
0,0,0,60,0,0,0,0,0
1,0,0,30,0,818,2,2956,0
0,1,2,30,0,0,0,0,0
0,1,2,40,0,0,0,0,1
2,0,2,26,0,0,13,11,0
0,0,0,38,0,2614,103,0,0
2,0,2,22,0,130,2454,0,1
2,0,2,28,0,179,1805,131,0
2,0,2,65,0,1420,84,0,0
0,1,1,61,0,0,0,0,1
0,0,2,20,0,0,111,39,0
0,1,2,24,0,0,0,0,0
0,1,2,16,0,0,0,0,0
2,1,2,35,0,0,0,0,1
0,0,2,21,0,0,51,131,1
0,1,2,23,0,0,0,0,1
0,0,0,17,0,0,0,0,1
0,0,1,24,0,154,241,213,0
0,0,0,27,0,866,0,0,0
1,0,2,26,0,0,0,1777,1
1,0,0,26,0,0,0,4,1
1,0,2,20,0,0,0,1271,1
1,1,2,28,0,0,0,0,1
1,0,2,37,0,8,0,56,1
2,0,2,23,0,706,0,0,0
2,1,2,49,0,224,0,0,1
1,0,2,50,0,0,0,40,0
1,1,2,4,0,0,0,0,1
1,1,2,32,0,0,0,0,1
1,0,2,44,0,0,0,0,1
0,0,2,20,0,962,4581,105,1
2,0,2,30,0,531,35,200,0
2,0,2,29,0,574,4940,1831,0
0,0,2,22,0,37,0,305,1
2,1,2,35,0,0,0,0,1
2,0,0,0,0,0,0,0,1
2,0,2,6,0,0,0,0,1
1,0,2,38,0,0,0,13,1
1,0,2,34,0,0,2067,3,1
1,1,0,34,0,0,0,0,1
0,0,2,28,0,282,337,0,0
2,0,2,53,0,204,380,38,0
1,0,2,28,0,0,118,14,0
1,0,2,31,0,0,0,1795,0
2,0,1,56,0,233,1356,0,0
2,0,2,36,0,850,454,0,0
0,0,0,30,0,25,198,2,0
2,1,2,32,0,0,0,0,1
1,1,0,44,0,0,0,0,1
1,1,0,54,0,0,173,0,1
0,0,2,24,0,185,476,1810,0
0,0,2,44,0,248,0,0,0
0,0,2,25,0,0,23,693,0
2,1,2,35,0,0,0,0,1
2,0,2,29,0,298,888,5,1
0,0,2,22,0,0,121,0,1
0,1,2,22,0,0,0,0,1
0,0,0,22,0,0,2,8,1
0,1,1,18,0,0,0,0,1
0,0,0,22,0,256,0,0,0
0,0,2,52,0,935,0,0,1
2,1,2,0,0,0,0,0,1
2,1,2,1,0,0,0,0,1
2,0,2,34,0,2130,1,1,0
2,1,2,6,0,0,0,0,1
0,0,2,22,0,123,660,0,1
0,1,2,31,0,0,0,0,1
1,0,2,31,0,588,0,228,0
2,0,2,20,0,845,46,123,0
2,1,2,25,0,0,0,0,1
1,1,0,23,0,0,0,0,1
1,0,2,53,0,50,0,2998,0
1,0,0,32,0,0,0,3873,0
1,1,0,27,0,0,0,0,1
1,0,0,48,0,0,929,10887,0
1,0,2,37,0,223,0,1318,1
2,1,2,21,0,0,0,0,1
1,1,0,29,0,0,0,0,1
1,1,2,46,1,0,0,0,1
0,0,2,19,0,2,173,9,0
0,0,2,22,0,0,0,778,0
1,0,2,54,1,0,0,0,0
0,0,2,43,0,63,9,253,1
0,1,2,18,0,0,0,0,1
1,0,0,36,0,13,1,1439,0
1,0,2,20,0,0,3783,161,1
0,0,2,63,0,0,0,599,0
0,0,2,50,0,138,0,18,1
2,0,2,13,0,21,1564,0,1
2,1,2,43,0,0,0,0,1
0,1,1,16,0,0,0,0,1
2,1,2,31,0,0,0,0,1
2,1,2,0,0,0,0,311,1
2,1,2,10,0,0,0,0,1
0,1,2,10,0,224,0,0,0
0,0,2,55,0,1028,0,0,0
0,0,2,18,0,211,2,493,1
0,0,2,7,0,0,173,0,1
0,1,2,1,0,0,173,0,1
0,0,2,44,0,22,0,864,0
2,0,2,27,0,665,1,311,0
0,0,1,20,0,30,0,321,0
1,0,0,49,0,0,2,0,1
0,1,0,22,0,0,0,0,1
0,0,0,21,0,564,0,0,1
2,0,2,26,0,17,746,394,0
2,0,2,65,0,588,272,0,1
2,1,2,20,0,0,0,0,1
2,1,0,0,0,0,0,0,1
2,1,2,16,0,0,0,0,1
0,1,2,22,0,0,0,0,1
2,0,2,0,0,0,0,0,1
0,0,2,21,0,526,173,258,0
0,1,1,30,0,0,0,0,1
0,0,0,14,0,363,0,0,1
2,0,2,45,0,944,2,311,0
0,0,2,22,0,0,0,19,0
2,1,2,21,0,0,0,0,1
0,0,2,37,0,542,1,0,0
2,1,2,29,0,0,0,0,1
2,0,2,29,1,20,1902,0,1
0,0,2,21,0,0,559,19,1
0,0,2,52,0,1,3,0,0
0,1,2,36,0,0,173,0,1
1,1,0,59,0,0,0,0,1
1,0,2,21,0,12,0,1381,0
1,0,2,25,0,21,0,1966,0
2,0,2,23,0,2260,152,106,0
1,1,0,36,0,0,0,0,1
0,0,2,38,0,161,0,624,0
0,1,2,0,0,0,0,0,1
0,0,2,19,0,0,699,18,1
0,0,2,30,0,148,0,619,1
0,0,2,23,0,14,437,103,1
0,0,2,55,0,330,0,2,1
0,0,1,44,0,0,1,172,1
1,0,2,30,0,4531,10,157,0
0,0,2,39,0,12,0,4,1
0,0,0,19,0,423,0,0,0
0,0,2,24,0,0,17,0,0
1,0,2,37,0,1721,173,28,0
0,0,0,24,0,0,0,734,0
0,0,2,17,0,0,1875,142,1
0,0,2,17,0,0,0,13,1
0,0,0,14,0,8,173,0,0
0,0,1,13,0,0,0,0,0
1,0,0,35,0,0,0,0,1
2,0,2,32,0,654,655,0,1
2,1,2,18,0,0,0,0,1
0,0,2,21,0,529,89,21,1
2,0,2,25,0,750,109,368,0
2,0,2,36,0,108,941,861,0
0,0,2,20,0,362,31,12,0
0,0,0,22,0,126,0,1305,0
2,1,2,27,0,0,0,0,1
1,0,2,28,0,9,0,20,0
0,1,2,38,0,0,0,0,1
2,1,2,23,0,0,0,0,0
2,0,2,21,0,74,713,0,1
0,0,2,18,0,224,1770,1284,0
0,0,2,20,0,0,868,405,1
1,1,2,28,0,0,0,0,1
0,0,1,57,0,274,0,19,0
0,0,0,10,0,0,0,0,1
0,0,2,23,0,0,874,311,1
1,1,2,22,0,0,0,0,1
1,1,0,24,0,0,0,0,1
0,0,2,52,0,44,0,42,0
0,1,0,31,0,0,0,0,1
0,1,0,15,0,0,0,0,1
0,0,2,40,0,176,0,0,0
0,0,2,18,0,0,31,2121,0
0,0,2,28,0,647,32,71,1
0,1,2,40,0,0,0,0,1
0,0,1,32,0,8,3,5,1
0,0,1,35,0,0,2,672,0
0,0,2,52,0,0,1,2,0
0,0,2,34,0,695,276,0,0
0,1,2,46,0,0,0,0,0
0,0,0,23,0,62,0,1,0
0,0,2,44,0,2,0,788,0
0,0,0,59,0,460,0,1,0
1,0,2,42,0,0,0,2711,0
0,0,2,18,0,0,0,702,0
2,0,2,29,0,3284,0,0,0
2,1,2,15,0,0,0,0,1
2,0,2,19,0,1301,31,1,1
0,1,1,49,0,0,0,0,0
2,1,2,19,0,0,0,0,1
1,0,0,36,1,1,1,1679,1
0,1,0,59,0,0,0,0,1
0,1,0,24,0,0,0,0,1
2,1,2,4,0,0,0,0,1
2,1,2,20,0,0,0,0,1
2,0,2,24,0,261,780,0,1
2,0,0,31,0,725,747,0,0
2,0,2,23,0,197,5635,7,1
2,0,2,3,0,0,0,0,1
2,1,2,22,0,0,0,0,1
2,0,2,20,0,0,0,0,1
2,0,2,0,0,0,0,0,1
2,1,0,13,0,0,0,0,1
1,1,2,47,0,0,0,0,1
1,0,2,51,0,0,106,0,1
2,0,2,22,0,223,630,14,1
2,1,0,3,0,0,0,0,1
2,0,2,4,0,0,0,0,1
0,0,2,16,0,2083,10,0,0
2,0,2,24,0,623,501,304,0
2,1,2,1,0,0,0,0,1
0,0,2,31,0,210,0,1027,0
0,0,2,34,0,1242,0,22,0
0,0,0,20,0,0,847,0,1
0,0,2,19,0,0,0,0,1
0,1,2,19,0,0,0,0,1
2,0,2,35,0,988,830,2,0
0,1,2,3,0,0,0,0,1
0,1,2,36,0,0,0,0,1
2,1,2,20,0,0,0,0,1
1,0,0,28,0,269,2,2,1
1,0,0,58,0,0,0,737,0
1,0,2,56,0,153,0,334,0
0,1,1,27,0,0,0,0,1
0,1,2,25,0,0,0,0,0
0,1,1,39,0,0,0,0,0
2,0,2,43,0,11,1297,38,1
2,1,2,42,0,0,0,0,1
0,0,2,24,0,3,687,50,1
0,1,2,19,0,0,0,0,1
0,0,2,32,0,0,0,474,0
2,0,2,32,0,1016,307,5,1
0,1,2,61,0,0,0,0,1
2,0,2,64,0,2147,191,59,0
0,0,2,21,0,457,1134,0,0
0,0,1,26,0,0,0,0,0
1,0,0,35,0,87,2750,0,1
0,0,2,43,0,957,1,0,0
0,1,0,3,0,0,0,0,1
1,0,2,56,0,0,0,9319,0
1,1,0,45,0,0,0,0,1
0,1,1,25,0,0,0,0,1
0,0,2,12,0,0,0,0,1
0,1,1,2,0,0,0,0,1
0,0,2,46,0,0,834,0,1
0,0,2,32,0,2756,9,0,0
0,0,2,20,0,0,287,0,0
0,1,1,24,0,0,0,0,0
0,0,2,28,0,0,0,882,0
0,0,2,12,0,0,0,0,0
0,0,2,11,0,0,0,0,0
0,0,2,16,0,0,0,0,1
0,0,1,29,0,0,0,0,1
0,0,2,24,0,530,0,0,0
0,0,2,22,0,61,214,445,1
0,0,2,21,0,36,0,588,1
0,0,2,38,0,0,0,786,0
1,1,2,35,0,0,0,0,0
0,0,2,79,0,610,0,200,0
0,0,1,22,0,479,0,29,0
0,0,0,42,0,642,0,0,1
2,1,2,34,0,0,0,0,1
1,1,2,52,0,0,0,0,1
0,1,2,43,0,0,0,0,1
0,0,2,30,0,1120,0,0,0
0,1,2,35,0,0,0,0,1
0,1,2,18,0,0,0,0,0
1,1,2,27,0,0,0,0,1
0,0,2,46,0,819,0,49,0
1,1,2,15,0,0,0,0,1
1,1,0,44,0,0,0,0,1
1,0,2,20,0,0,0,5,0
2,0,2,35,0,1337,57,0,0
2,1,2,19,0,0,0,0,1
2,1,2,47,0,0,0,0,1
2,0,2,26,1,1033,26,0,0
0,1,0,24,0,0,0,0,1
0,0,2,23,0,0,2102,0,1
0,0,2,26,0,1331,973,484,0
2,1,2,5,0,0,0,0,1
1,0,0,35,0,54,12,6691,0
2,0,2,18,0,1092,309,0,0
2,1,2,32,0,0,0,0,1
0,1,2,13,0,0,0,0,1
0,0,2,15,0,0,19,352,0
0,0,1,18,0,648,0,0,1
1,0,2,41,0,4,0,251,1
0,0,0,36,0,0,0,474,0
0,0,2,33,0,1042,0,9,0
0,0,0,41,0,4,0,51,0
1,0,0,47,0,1904,0,89,0
1,1,2,32,0,0,0,0,1
0,0,2,36,0,0,8,0,0
0,1,2,13,0,0,0,0,1
0,1,1,34,0,0,0,0,0
0,0,2,24,0,5,7,0,0
2,0,2,16,0,1285,14,1386,0
2,1,2,12,0,0,0,0,1
2,0,2,24,0,1157,0,131,1
2,0,2,35,0,1307,0,2,0
1,0,2,26,0,0,10424,1373,0
1,0,0,39,0,10,0,6216,0
0,0,2,18,0,8,4,419,1
0,0,2,23,0,0,142,0,0
0,1,1,29,0,0,0,0,1
0,0,2,38,0,0,0,0,1
0,0,2,31,0,433,238,86,0
2,0,2,49,0,1176,20,103,0
2,1,2,17,0,0,0,0,1
2,0,0,23,0,228,912,3,1
0,1,0,15,0,0,0,0,1
2,1,2,11,0,224,0,0,1
2,0,1,30,1,600,1,659,0
2,1,2,42,0,0,0,0,1
0,0,0,21,0,639,0,0,0
1,1,0,41,0,0,0,0,1
1,1,2,14,0,0,0,0,1
1,0,0,27,0,0,0,20,0
1,0,0,29,1,530,0,311,0
1,1,2,25,0,0,173,0,1
1,0,2,54,0,0,0,56,1
0,0,2,46,0,971,20,0,0
0,0,2,18,0,224,16,0,1
1,0,0,22,0,1961,0,3025,0
1,1,0,29,0,0,0,0,1
1,0,0,26,0,606,0,2011,0
0,0,0,36,0,0,0,344,1
0,0,2,19,0,0,0,0,1
0,0,1,56,0,1309,69,1,0
0,0,2,20,0,542,0,5,1
0,0,2,10,0,0,0,0,0
0,1,1,14,0,0,0,0,0
2,1,0,27,0,0,0,0,1
2,0,2,35,0,4608,926,382,0
0,0,2,13,0,0,60,1,0
0,0,2,21,0,1,143,558,0
0,1,2,22,0,0,0,0,0
1,1,2,29,0,0,0,0,0
1,0,2,32,0,8151,1919,7352,0
0,0,2,20,0,0,455,95,1
2,0,2,44,0,2575,20,0,0
0,0,0,22,0,0,0,1600,1
1,0,2,39,0,3926,0,1483,0
1,0,2,19,0,0,0,0,1
0,0,2,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0
0,0,1,12,0,0,0,0,1
0,1,2,7,0,0,0,0,0
0,0,1,32,0,793,0,0,0
0,0,2,11,0,0,0,0,1
0,0,0,18,0,1471,95,1109,0
1,0,0,49,1,9,0,3,0
2,1,2,61,0,0,0,0,1
0,1,0,7,0,0,0,0,1
0,0,2,25,0,0,671,0,1
0,0,0,51,0,6,706,0,1
1,1,2,56,0,0,0,0,1
0,0,2,31,0,25,0,16,1
0,1,1,16,0,0,0,0,1
0,1,2,29,0,0,0,0,1
0,1,1,17,0,224,0,0,1
0,0,1,47,0,83,0,654,1
1,0,2,25,0,0,0,763,0
1,0,2,28,0,29,0,712,0
1,0,2,32,0,0,0,1984,0
1,1,0,56,0,0,0,0,1
1,1,0,25,0,0,0,0,1
1,1,2,13,0,0,0,0,1
1,1,2,41,0,0,0,0,1
1,1,0,28,0,0,0,0,1
2,1,2,25,0,0,0,0,1
2,1,2,11,0,0,0,0,1
2,0,2,20,0,0,0,0,0
0,0,2,24,0,0,321,0,1
0,0,2,41,0,256,0,340,0
0,0,0,29,0,0,22,738,0
1,1,0,59,0,0,0,0,1
0,0,2,31,0,0,0,0,1
0,0,2,16,0,43,0,1893,0
2,0,2,65,0,56,1081,21,0
2,0,2,21,0,0,2832,0,1
0,1,2,27,0,0,0,0,1
0,1,2,37,0,0,0,0,1
0,0,2,42,0,5049,0,0,0
0,0,0,36,0,0,846,0,1
0,1,1,24,0,0,0,0,0
0,1,1,28,0,0,0,0,1
0,0,0,19,0,107,505,48,0
0,0,2,26,0,0,13,10,0
0,1,0,19,0,0,0,0,1
0,0,2,26,0,1528,0,0,0
0,0,2,35,0,0,51,0,0
0,0,0,24,0,0,0,704,0
0,0,2,9,0,0,0,0,1
1,0,0,40,0,0,0,322,1
0,1,1,23,0,0,0,0,1
2,0,2,4,0,0,0,0,1
2,0,2,20,0,859,0,939,0
2,1,2,21,0,0,0,0,1
2,0,2,4,0,0,0,0,1
0,1,2,19,0,0,0,0,1
0,1,2,18,0,0,0,0,1
0,0,0,26,0,7,0,38,1
0,0,2,13,0,0,54,20,0
0,1,2,16,0,0,0,0,1
2,1,2,14,0,0,0,0,1
1,0,2,40,0,0,10,2787,0
2,0,2,34,1,38,606,0,0
1,1,0,21,0,0,0,0,1
1,0,2,29,0,0,227,1,1
0,0,2,40,0,814,2,311,1
0,0,2,16,0,0,0,311,0
0,0,2,37,0,732,173,156,0
2,1,0,41,0,0,0,0,1
2,1,0,16,0,0,0,0,1
2,0,0,39,0,98,125,0,0
0,1,2,30,0,0,0,0,1
0,0,2,40,0,151,713,0,1
0,0,2,63,0,0,94,0,1
2,0,2,32,0,382,477,22,1
0,0,2,47,0,1,0,1069,0
0,0,0,23,0,0,392,9,0
0,0,2,23,0,0,0,190,0
2,1,2,19,0,0,0,0,1
1,1,0,44,0,0,0,0,1
1,0,2,29,0,6,0,6235,0
0,0,2,21,0,582,0,148,0
0,0,2,23,0,576,0,0,0
1,0,2,26,1,0,0,0,1
1,1,0,47,0,0,0,0,1
0,1,1,20,0,0,0,311,1
1,0,2,48,0,0,0,0,1
0,1,2,4,0,0,0,0,1
0,0,2,25,0,322,81,3,1
0,0,2,0,0,0,0,0,1
2,0,2,29,0,523,21,4,0
0,0,2,21,0,41,2,29,0
0,0,2,20,0,949,0,5,0
0,0,2,34,0,0,0,611,0
0,1,2,9,0,0,0,0,1
0,1,2,12,0,0,0,0,0
0,0,2,13,0,0,0,0,0
2,1,2,27,0,0,0,0,1
1,0,2,34,0,0,0,2433,1
1,1,2,18,0,0,0,0,1
1,1,0,16,0,0,0,0,1
0,1,2,43,0,0,0,0,1
0,1,2,0,0,0,0,0,0
0,0,2,20,0,0,761,22,1
2,0,2,45,0,878,430,0,0
1,0,2,35,0,0,3415,311,0
0,0,2,21,0,1961,0,54,0
0,1,2,14,0,0,0,0,1
0,0,1,46,0,0,173,0,0
0,0,2,22,0,261,0,107,0
0,0,2,2,0,0,0,0,1
0,0,2,3,0,0,0,0,1
0,1,0,28,0,0,0,0,1
0,0,1,60,0,0,789,283,0
0,0,1,48,0,0,72,554,0
0,0,0,18,0,51,1,0,1
0,0,2,31,0,1364,0,0,0
1,1,0,26,0,0,0,0,1
1,0,0,41,0,717,2,1559,0
0,0,2,26,0,168,382,166,1
0,0,2,29,0,0,693,0,1
0,0,2,24,0,666,1,0,0
0,0,2,25,0,10,908,5,1
0,0,0,0,0,0,0,0,0
0,1,2,30,0,0,0,0,0
1,1,0,18,0,0,0,0,1
1,1,0,32,0,0,0,0,1
0,0,2,28,0,0,0,525,0
2,0,2,21,0,2206,353,0,0
0,0,2,25,0,0,8,153,0
2,0,0,47,0,275,173,24,1
2,1,1,28,0,0,0,0,1
2,1,2,8,0,0,0,0,1
0,0,2,24,0,0,56,564,0
2,1,2,30,0,0,0,0,1
0,1,1,24,0,0,0,0,1
0,1,2,13,0,0,0,0,1
0,0,2,16,0,0,19,971,0
2,0,2,23,0,263,1548,44,1
2,0,2,16,0,271,2251,117,1
0,0,2,29,0,30,605,267,0
0,0,2,46,0,1,898,0,1
0,1,1,13,0,0,0,0,0
0,1,2,22,0,0,0,0,1
0,1,2,29,0,0,0,0,1
0,1,2,46,0,0,0,0,1
0,0,2,24,0,1231,0,1,1
0,1,2,33,0,0,0,0,1
2,0,2,38,0,218,586,770,0
0,1,2,57,0,0,0,0,1
0,0,2,28,0,0,643,47,1
0,0,2,38,0,6,0,0,1
0,0,2,28,0,607,0,227,1
2,0,2,25,0,922,1,91,0
2,1,2,22,0,0,0,0,1
2,0,2,33,0,705,1905,13,1
0,0,2,35,0,202,60,0,1
0,0,2,24,0,290,413,35,1
1,1,2,31,0,0,0,0,1
1,1,2,16,0,0,0,0,1
1,1,2,28,0,0,0,0,1
1,0,0,8,0,0,0,0,1
2,1,2,20,0,0,0,0,1
2,0,2,26,0,41,444,572,0
1,0,0,43,0,0,0,2393,0
1,0,2,70,0,241,0,2290,1
0,1,0,17,0,0,0,0,1
0,1,2,14,0,0,0,0,1
0,1,2,21,0,0,0,0,1
0,0,0,37,0,0,163,0,1
0,0,2,15,0,0,0,0,0
1,0,0,20,0,0,0,1866,0
1,0,0,36,1,13,3,0,0
0,0,2,14,0,0,173,0,1
0,0,2,21,0,38,591,1,1
0,0,2,28,0,89,571,258,0
2,1,2,20,0,0,0,0,1
0,0,2,26,0,0,827,1,0
0,0,2,25,0,662,0,79,0
0,0,2,29,0,0,0,594,0
1,0,0,39,1,0,0,5,1
0,0,2,18,0,0,0,87,1
1,1,0,37,0,0,0,0,1
0,0,2,28,0,467,0,0,0
0,0,2,18,0,0,2728,0,1
0,0,2,30,0,0,621,311,0
0,0,2,35,0,35,14,0,1
0,0,2,26,0,0,0,0,1
0,1,0,0,0,0,0,0,1
0,0,1,42,0,0,0,214,1
0,0,2,36,0,1,3,0,1
0,0,2,31,0,1177,0,311,0
0,0,0,27,0,3905,0,4,0
1,0,2,25,0,0,0,175,1
0,1,2,32,0,0,0,0,1
0,1,2,14,0,0,0,0,1
0,1,2,16,0,0,0,0,1
0,1,0,51,0,0,0,0,1
1,1,2,21,0,0,0,0,1
1,1,0,31,0,0,0,0,1
0,0,2,9,0,0,0,0,0
0,0,2,7,0,0,0,0,1
0,0,2,3,0,0,0,0,1
0,1,2,2,0,0,0,0,1
0,0,0,7,0,0,0,0,0
2,0,2,18,0,1744,8,8,0
2,1,2,33,0,0,0,0,1
0,0,2,23,0,0,0,6,1
1,1,2,13,0,224,0,0,1
2,0,2,32,0,4702,449,190,0
1,1,2,27,0,0,0,0,1
0,0,2,23,0,0,0,61,1
1,0,2,25,0,0,0,0,1
0,0,2,18,0,454,0,324,0
2,1,0,23,0,0,0,0,1
1,1,0,31,0,0,0,0,1
1,0,2,32,0,0,0,94,0
2,1,2,22,0,0,0,311,1
2,1,2,38,0,0,0,311,1
0,0,1,21,0,751,0,1,1
2,1,2,28,0,0,0,0,1
1,0,2,38,0,0,0,0,0
0,0,2,20,0,0,708,101,1
0,0,2,23,0,0,292,0,0
0,0,2,48,0,456,39,0,1
0,1,0,15,0,0,0,0,1
0,0,2,30,0,0,39,0,1
2,0,2,40,0,286,2299,12,1
0,0,2,36,0,0,33,677,0
0,1,2,20,0,0,0,0,1
2,0,2,17,0,13,565,367,0
1,0,0,38,0,0,0,434,0
1,1,0,38,0,0,0,0,1
2,0,2,14,0,809,59,0,0
2,0,2,28,0,134,6,1450,0
0,0,2,21,0,37,31,696,1
1,0,2,18,0,0,0,287,0
2,0,2,26,0,164,853,0,1
1,0,2,35,0,25,0,3198,0
2,0,0,46,0,1082,1177,0,0
1,1,0,13,0,0,0,0,1
1,0,2,39,0,43,144,0,1
2,0,1,49,0,1690,85,0,0
2,0,2,28,0,0,0,0,0
0,0,2,27,0,0,0,101,1
0,1,2,21,0,0,173,0,1
0,0,2,29,0,0,0,4517,0
0,0,2,27,0,0,225,14,0
2,1,2,38,0,0,0,0,1
0,0,1,18,0,0,0,150,1
1,1,0,35,0,0,0,0,1
2,1,2,37,0,0,0,0,1
0,0,2,60,0,943,0,0,0
1,1,2,31,0,0,0,0,1
1,1,2,4,0,0,0,0,1
0,0,2,34,0,0,0,102,1
1,0,0,46,0,0,0,1010,1
0,0,2,18,0,0,55,2288,0
2,0,2,38,0,224,363,7,0
0,0,2,29,0,0,942,2,1
1,1,2,13,0,0,0,0,1
1,1,2,26,0,0,0,0,1
1,0,2,30,0,0,0,1202,0
0,0,2,42,0,0,8,3409,0
2,0,2,36,0,386,756,6,0
0,0,0,23,0,253,1175,3,0
1,0,2,34,1,0,0,1332,1
1,0,2,26,0,0,0,62,1
2,0,2,31,0,2048,1040,136,0
2,0,2,48,0,581,1,158,0
0,1,2,10,0,0,0,311,1
2,0,2,27,0,2,1320,0,1
2,0,2,32,0,2497,101,0,0
0,1,2,24,0,0,0,0,1
0,1,1,20,0,0,0,0,1
0,0,2,48,0,83,0,690,1
2,0,2,35,1,628,528,136,0
2,0,2,14,0,246,2153,0,1
2,0,2,28,0,4,2574,0,1
2,0,2,28,0,743,8,0,0
2,1,2,42,0,0,0,0,1
2,1,2,8,0,0,0,0,1
2,1,0,30,0,0,0,0,1
0,0,2,44,0,0,5,30,0
2,0,2,40,0,1269,75,0,0
0,0,2,38,0,766,0,0,0
0,0,1,22,0,2,0,483,0
2,0,2,32,0,1781,654,580,0
2,0,2,16,0,2116,350,0,0
2,0,2,33,0,748,1047,458,0
1,0,2,38,0,20,153,280,0
0,0,2,23,0,0,0,2,1
0,0,2,16,0,3,0,9,1
0,0,1,16,0,481,166,0,0
0,0,2,11,0,0,0,0,0
0,0,2,22,0,0,0,0,0
0,0,2,43,0,0,0,0,0
0,1,1,20,0,0,0,0,1
0,0,2,22,0,0,8,0,0
2,0,2,0,0,0,0,0,1
2,0,2,30,0,138,208,952,0
2,1,2,18,0,0,0,0,1
2,0,0,0,0,0,173,0,1
2,0,2,41,0,164,1115,1,0
0,0,2,39,0,0,0,1,1
0,0,2,37,0,389,1,3369,0
1,1,0,26,0,0,0,311,1
2,0,2,49,0,552,7,0,0
2,0,2,28,0,142,1878,62,1
2,0,1,13,0,358,599,676,0
0,0,2,64,0,469,2,1,0
0,0,1,24,0,1,11,0,0
0,1,2,18,0,0,0,0,1
2,0,2,18,0,3458,216,0,0
2,0,2,25,0,948,1,170,0
0,1,2,19,0,0,0,0,0
0,0,0,33,0,2,0,311,1
